2018-04-20 02:45:40.919
Number of generations: 1
Size of population: 50
Heuristic 1
11
-92615.88669063311,-538.3090430449956,-18368.510407499896,15511.80509849539,-37575.44091548314,-25159.540684360152,-60625.34658791504,-77375.20736058475,-36852.25690695964,-12402.551302851294,-39318.24811173193,62.8,
-92615.88669063311,-538.3090430449956,-18368.510407499896,15511.80509849539,-37575.44091548314,-21046.770830011432,-60625.34658791504,-44501.97327216833,-36852.25690695964,-12402.551302851294,-39318.24811173193,60.7,
-92615.88669063311,-538.3090430449956,-18368.510407499896,15511.80509849539,-37575.44091548314,-25159.540684360152,-60625.34658791504,-77375.20736058475,-36852.25690695964,-14079.424487872908,-39318.24811173193,58.3,
-92615.88669063311,-325.4254351562711,-18368.510407499896,15511.80509849539,-37575.44091548314,-25159.540684360152,-60625.34658791504,-77375.20736058475,-36852.25690695964,-12402.551302851294,-39318.24811173193,57.6,
-92615.88669063311,-538.3090430449956,-18368.510407499896,15511.80509849539,-37575.44091548314,-25159.540684360152,-60625.34658791504,-77375.20736058475,-36852.25690695964,-12402.551302851294,-39318.24811173193,56.5,
-92615.88669063311,-538.3090430449956,-18368.510407499896,15511.80509849539,-37575.44091548314,-25159.540684360152,-60625.34658791504,-77375.20736058475,-36852.25690695964,-12402.551302851294,-39318.24811173193,55.1,
-92615.88669063311,-538.3090430449956,-18368.510407499896,15511.80509849539,-37575.44091548314,-9157.538266992759,-60625.34658791504,-77375.20736058475,-36852.25690695964,-12402.551302851294,-39318.24811173193,54.5,
-92615.88669063311,-538.3090430449956,-18368.510407499896,15511.80509849539,-37575.44091548314,-25159.540684360152,-60625.34658791504,-78880.93827674806,-36852.25690695964,-12402.551302851294,-39318.24811173193,54.3,
-92615.88669063311,-538.3090430449956,-18368.510407499896,15511.80509849539,-37575.44091548314,-25159.540684360152,-60625.34658791504,-77375.20736058475,-36852.25690695964,-12402.551302851294,-39318.24811173193,53.5,
-92615.88669063311,-538.3090430449956,-18368.510407499896,15511.80509849539,-37575.44091548314,-25159.540684360152,-60625.34658791504,-77375.20736058475,-36852.25690695964,-12402.551302851294,-50587.612074118755,53.3,
