2018-04-09 18:15:29.306
11
-268.10986998587566,-576.7496788922776,-853.7828131605108,145.08260632428792,-62.55269831846749,-555.7842705772848,-385.1878111839869,-827.1292999622781,-97.33494280748141,-323.080054713144,-985.6054255526848,3324.1,
-196.40676874382973,-477.0761998445389,-117.91841964989578,641.8400888979388,-30.234795991022793,-423.73372958719597,-201.85287886236574,-656.3145193973186,-97.33494280748141,-323.080054713144,-985.6054255526848,2841.5,
-152.8278397626633,-932.927552598608,-992.9767622144486,417.0630080774913,-239.74918364466987,-74.75769267955934,-457.32642613273447,-953.7346118155813,-90.98755548727877,-431.36851477885114,-988.1275320003336,2263.9,
-246.78826017311314,-885.558523786629,-186.301661489945,668.9071516456033,-271.1014514100881,-98.96527610347914,-457.32642613273447,-243.401481623643,-90.98755548727877,-431.36851477885114,-988.1275320003336,1887.6,
-165.70989863914224,-614.7281902647012,-609.6739383312681,261.1862521043458,-35.276991410453775,-361.6011556556583,-457.32642613273447,-243.401481623643,-90.98755548727877,-431.36851477885114,-988.1275320003336,1847.5,
-196.40676874382973,-477.0761998445389,-117.91841964989578,641.8400888979388,-30.234795991022793,-423.73372958719597,-201.85287886236574,-381.2808863708177,-63.075532497797894,-285.02424223676155,-859.2248712791567,1842.9,
-6.7125103481427,-877.2318260617541,-600.2543667408517,865.3358292199456,-284.1129669154798,-772.1932382694753,-357.2578789730986,-517.4365547331282,-182.6762019129303,-509.9949887816495,-958.6263712283293,1795.3,
-152.8278397626633,-932.927552598608,-992.9767622144486,417.0630080774913,-423.1849194883132,-188.20075977992633,-311.9506175229418,-563.2083860125563,-171.26778518198898,-444.93601682606834,-967.8216478270701,1787.1,
-6.7125103481427,-877.2318260617541,-600.2543667408517,865.3358292199456,-289.9414665243942,-319.3434163525933,-395.9696796459491,-656.3145193973186,-97.33494280748141,-323.080054713144,-985.6054255526848,1766.4,
-165.70989863914224,-725.1781330320232,-609.6739383312681,261.1862521043458,-35.276991410453775,-361.6011556556583,-361.33537065719315,-194.10520150188938,-110.46241446755289,-666.5204906990173,-855.9796990847329,1754.5,
