0.0,-81.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
0.0,0.0,0.0,
-881.152,-154.2002,-150.674256,
0.0,0.0,0.0,
0.0,0.0,0.0,
-155.08416,-152.442064,-148.910632,
0.0,0.0,0.0,
0.0,0.0,0.0,
-152.443448,-148.90928,-146.264592,
0.0,0.0,0.0,
0.0,0.0,0.0,
-149.80128,0.0,-143.619952,
0.0,0.0,-83.50776,
0.0,0.0,-139.45728,
-147.159064,-143.618648,-140.97408,
-85.57100799999999,-83.50646400000001,-120.904303716224,
-143.81663999999998,-141.20308799999998,-136.84120000000001,
-144.5168,-140.9728,-138.328304,
-359.19787776000004,-90.63508800000001,-123.77374022208001,
-141.204384,-138.59076,-153.8143438861646,
-141.87448799999999,-153.897908397312,-135.68139200000002,
-570.0000000000001,-123.49457381913601,-139.41026768271993,
-155.279671019776,-151.57128754624,-150.97692124127153,
-139.232128,-135.68016,-140.855363454592,
-89.491256,-121.117439247552,-136.16071236253688,
-153.8971628791157,-149.489981897216,-147.81227294400065,
-144.15407138656,-145.37211687321602,-145.0184506367759,
-86.63392,-85.4916,-116.3638748832,
-165.36035686635518,-147.81227962661995,-144.5238754752,
-145.621198884864,-146.143120259939,-143.84505110564456,
-861.9760000000001,-142.23475270663835,-142.45703858882098,
-145.1712,-144.880568371072,-141.99452501317157,
-147.2177627459051,-142.4615762968014,-140.65599039621245,
-145.181324626944,-142.2487415989561,-139.92651417057797,
-144.91195101248,-141.53580221958399,-138.9787092877532,
-142.59709968748493,-137.38678288384,-137.37583320451935,
-143.5180182825373,-140.10613540348658,-137.00242564638376,
-141.661204494336,-139.41875804416,-136.33903232883074,
-137.638887101632,-136.148699581824,-134.9583214495573,
-140.0852356443179,-136.77397186453274,-133.99419395603965,
-139.54516909568,-136.05543746258692,-133.3592326776544,
-135.46363887616,-134.7939312492939,-132.02679365217577,
-136.75764132851864,-131.5608313056,-130.95951573885375,
-135.92124026368,-133.44259842048,-130.35912836188768,
-135.99034029659092,-131.82055010308184,-129.14229944424335,
-131.437887548416,-129.473789964288,-128.06821413932929,
-132.99025566702258,-130.45467224422399,-127.31394088792236,
-131.007446840832,-128.84594561357477,-125.99931228619072,
-130.20226370002487,-126.5282047872,-124.98189918192237,
-129.927380372992,-127.466567073792,-124.00656688769105,
-128.67919178115642,-126.66798710862916,-123.00324203560497,
-127.28700557017073,-125.30945314655308,-122.00423434819594,
-126.9304843744,-123.9369345142702,-120.9997347052784,
-125.65529456359656,-122.99792555495287,-120.00005451778263,
-124.37910929861935,-122.15778528637291,-119.01882912123442,
-123.97569206187408,-118.043296,-117.97835571032451,
-122.90352682792427,-119.98870690975383,-117.00003704641148,
-120.75814516410058,-116.955735654656,-115.99670443452794,
-119.04924,-115.13678399999999,-114.99719846329086,
-119.9725772812637,-116.87416438686115,-114.00076111309419,
-115.71852104064,-115.81089517453884,-113.01524359489734,
-117.75186167011213,-112.23232,-111.99739695334823,
-115.49386676572932,-114.70240435308986,-111.00073834239122,
-115.5672734073845,-112.05593983653539,-110.00964914917567,
-114.773777462912,-111.95565845295154,-108.99849830984684,
-113.14964798863336,-110.60329564530338,-107.99958364539101,
-107.98224,-109.838281996288,-107.00669888799759,
-111.72143865596004,-109.01524337464883,-106.0001335048455,
-107.299119028224,-105.36541882304,-104.99084314730177,
-106.80549440716801,-106.686954220032,-104.00034830371038,
-108.863311879296,-106.865781774848,-103.00012342446844,
-945.416,-104.781757035122,-101.99975653943466,
-102.351,-104.03752326623994,-101.00257680906742,
-102.54863999999999,-102.96429446602963,-99.9999999913705,
-103.48392898406401,-102.63484815594471,-99.00001162788327,
-99.534848,-101.496959410944,-98.00096345169433,
-102.99499578479991,-99.9488684832,-97.0024237721645,
-101.99934059349904,-99.13713927051909,-96.00000000585418,
-100.15747002537161,-98.38297903104,-95.0000707724736,
-96.73519999999999,-97.876336186496,-94.00027366234379,
-99.01875509893327,-96.0615846553804,-93.0000104724067,
-95.862537548288,-95.0616716125916,-91.9999998751078,
-95.76864,-94.01331674356305,-91.00000038966654,
-96.19131766063886,-93.10759259706953,-90.00000110084574,
-94.40917677448704,-91.99546922864161,-89.00013873111563,
-93.603847940096,-90.93940800243881,-87.99999989971643,
-91.51806301122016,-90.01347098177186,-87.00000003095552,
-91.89940379968,-89.01345602143229,-86.00000002343187,
-88.021024,-87.05448,-85.00000093005046,
-90.04196161267957,-87.02402529449085,-84.00000039839205,
-89.03404991910658,-86.0825224726136,-83.00000000857821,
-87.11993495217837,-84.7212382411531,-82.00000087286288,
-87.08702290258185,-84.01354029579888,-81.00000032824795,
-86.0010133406871,-83.26597619214972,-80.00000000023496,
-84.20447672382149,-80.276936,-79.00000007919344,
-84.01621527638066,-81.13274683651684,-77.99999999965914,
-83.00526928600237,-80.0163978621191,-77.00000000009112,
-81.9305711929264,-78.946497664,-76.00000120669642,
-80.95070882018314,-78.20701436932669,-75.0000000000407,
